,INSTNM,CITY,STABBR,PREDDEG,LOCALE,ADM_RATE,SATVR75,SATMT75,UGDS,TUITIONFEE_IN,TUITIONFEE_OUT,C150_4,RET_FT4,C100_4,ICLEVEL,BOOKSUPPLY,ROOMBOARD_ON,OTHEREXPENSE_ON,ROOMBOARD_OFF,OTHEREXPENSE_OFF,MN_EARN_WNE_P10,STUFACR,MD_EARN_WNE_MALE0_P10,MD_EARN_WNE_MALE1_P10,BBRR4_FED_UG_PAIDINFULL,AVGFACSAL,PRGMOFR,MD_FAMINC,MEDIAN_HH_INC,PCTFLOAN,INEXPFTE,TUITFTE,RET_FT4_POOLED
106,Arkansas Beauty School-Little Rock,Little Rock,AR,1,12.0,,,,28.0,,,,,,3,,,,,,16400,20.0,19906.0,,<=0.10,,4.0,11328,46467.08,0.5667,1051.0,3368.0,
107,Arkansas Beauty College,Russellville,AR,1,33.0,,,,33.0,,,,,,3,,,,,,PrivacySuppressed,8.0,19578.0,,PrivacySuppressed,,3.0,14185,,0.473,2596.0,7408.0,
108,Lyon College,Batesville,AR,3,33.0,0.2721,590.0,605.0,576.0,30414.0,30414.0,0.4554,0.6868,0.3709,1,1500.0,10730.0,2500.0,10730.0,2850.0,44800,10.0,40532.0,52804.0,0.10-0.14,6087.0,,51394,48616.43,0.5895,11444.0,8641.0,0.6873
109,Arkansas Technical School,North Little Rock,AR,1,13.0,,,,62.0,,,,,,3,,,,,,19000,20.0,15028.0,24614.0,<=0.05,,2.0,9512.5,44157.53,0.75,3876.0,15864.0,
110,Arthur's Beauty College,Fort Smith,AR,1,13.0,,,,25.0,,,,,,3,,,,,,19600,13.0,20616.0,,<=0.10,,2.0,15105.5,44415.8,0.7209,9377.0,19816.0,
111,University of Arkansas,Fayetteville,AR,3,13.0,0.8267,620.0,600.0,24001.0,9574.0,26390.0,0.6968,0.8708,0.5193,1,1100.0,11942.0,4362.0,11942.0,4362.0,52700,19.0,49683.0,60530.0,0.18,10047.0,,64201,52450.53,0.3377,10882.0,9843.0,0.8591
112,University of Arkansas at Pine Bluff,Pine Bluff,AR,3,13.0,0.6753,508.0,508.0,2444.0,8398.0,15268.0,0.4075,0.6343,0.2612,1,1120.0,8624.0,3606.0,4858.0,4636.0,30600,14.0,31395.0,38093.0,0.02,6008.0,,22300,42634.24,0.5812,8295.0,3925.0,0.6817
113,Arkansas State University-Beebe,Beebe,AR,2,31.0,,,,1787.0,2928.0,4656.0,,,,2,1200.0,5550.0,7158.0,9190.0,8130.0,32900,15.0,31029.0,40350.0,0.09-0.10,5096.0,,24595,47850.96,0.1237,4449.0,1639.0,
114,Arkansas State University,Jonesboro,AR,3,13.0,0.6329,590.0,610.0,7478.0,7130.0,12698.0,0.5384,0.7473,0.3778,1,1250.0,9640.0,4633.0,9570.0,5753.0,36600,14.0,36211.0,45205.0,0.08,7423.0,,33450,42159.88,0.4526,6090.0,4110.0,0.7701
115,Arkansas Tech University,Russellville,AR,3,33.0,0.9437,,,6467.0,7900.0,13636.0,0.4578,0.6282,0.2939,1,1240.0,8996.0,3285.0,13711.0,4274.0,38600,18.0,35919.0,47980.0,0.09,6845.0,,32169,43602.11,0.3223,5223.0,4691.0,0.6522
116,University of Arkansas at Monticello,Monticello,AR,1,33.0,,,,1946.0,8029.0,13879.0,0.3301,0.6911,0.1586,1,1200.0,7148.0,3826.0,7524.0,4986.0,35800,12.0,29915.0,41258.0,0.06,5550.0,,23351,39642.34,0.4541,9950.0,4570.0,0.7198
117,Arthur's Beauty College,Jacksonville,AR,1,21.0,,,,38.0,,,,,,3,,,,,,18500,19.0,19495.0,,<=0.10,,2.0,15532,47817.42,0.6892,4294.0,8800.0,
118,Baptist Health College Little Rock,Little Rock,AR,2,12.0,0.0,,,666.0,12598.0,12598.0,,,,2,2525.0,,,11630.0,8814.0,48100,9.0,55750.0,69569.0,0.05-0.06,6733.0,,29617,50522.63,0.7943,14016.0,5520.0,
119,Black River Technical College,Pocahontas,AR,1,41.0,,,,1068.0,4118.0,6350.0,,,,2,2696.0,,,5481.0,4523.0,29100,13.0,28096.0,37750.0,0.05-0.06,4916.0,,20619,38741.83,0.1674,8486.0,1836.0,
120,University of Central Arkansas,Conway,AR,3,13.0,0.9237,600.0,560.0,7763.0,9563.0,16433.0,0.494,0.7071,0.3389,1,1200.0,7896.0,4992.0,7810.0,6646.0,42500,15.0,40302.0,49025.0,0.09,7271.0,,37082,48705.91,0.432,8113.0,5463.0,0.7492
121,Central Baptist College,Conway,AR,3,13.0,0.616,588.0,548.0,546.0,17400.0,17400.0,0.3889,0.6549,0.3803,1,1488.0,7500.0,2478.0,5528.0,3518.0,43000,11.0,36383.0,49650.0,0.05-0.09,5492.0,,38278,50351.38,0.553,3828.0,9521.0,0.6129
122,Cossatot Community College of the University of Arkansas,De Queen,AR,1,41.0,,,,858.0,3570.0,4410.0,,,,2,300.0,,,7792.0,6638.0,28000,18.0,27379.0,39184.0,PrivacySuppressed,5020.0,,20384,40394.08,0.0,6840.0,2274.0,
123,Crowley's Ridge College,Paragould,AR,3,41.0,,,,170.0,15250.0,15250.0,0.2308,0.5897,0.0,1,793.0,6500.0,2907.0,7500.0,3007.0,29600,9.0,20649.0,33068.0,<=0.10,5516.0,,47685,43531.15,0.7592,3436.0,8153.0,0.6515
124,East Arkansas Community College,Forrest City,AR,1,32.0,,,,606.0,2820.0,3720.0,,,,2,2200.0,,,7150.0,4870.0,26800,11.0,25636.0,30928.0,<=0.20,4914.0,,18823,36763.69,0.061,8232.0,1733.0,
125,Eastern College of Health Vocations-Little Rock,Little Rock,AR,1,12.0,,,,62.0,,,,,,3,,,,,,22300,12.0,23390.0,25442.0,0.07-0.08,,2.0,11241.5,47009.67,0.2599,2367.0,4244.0,
126,Paul Mitchell the School-Little Rock,North Little Rock,AR,1,13.0,,,,330.0,,,,,,3,,,,,,PrivacySuppressed,12.0,18725.0,,0.03-0.04,,3.0,19466,50392.05,0.6885,2599.0,11648.0,
127,National Park College,Hot Springs,AR,1,23.0,,,,1903.0,4550.0,6230.0,,,,2,1500.0,5675.0,3517.0,9432.0,4668.0,28100,15.0,27765.0,35578.0,0.05,5669.0,,17464,42516.37,0.3673,7836.0,1832.0,
128,University of Arkansas Community College-Batesville,Batesville,AR,1,33.0,,,,698.0,2526.0,3438.0,,,,2,1000.0,,,5850.0,8073.0,30300,13.0,28045.0,37657.0,0.05-0.09,4573.0,,22454,41751.68,0.115,4805.0,1385.0,
129,Harding University,Searcy,AR,3,32.0,0.5414,660.0,640.0,3262.0,22230.0,22230.0,0.6717,0.8422,0.4859,1,1200.0,7718.0,3390.0,7718.0,3390.0,47000,16.0,45696.0,55129.0,0.19,7507.0,,71055,61757.88,0.4561,9729.0,14384.0,0.8557
130,Henderson State University,Arkadelphia,AR,3,32.0,0.7501,583.0,568.0,2205.0,7560.0,9768.0,0.372,0.562,0.2388,1,2598.0,9558.0,7378.0,8312.0,7795.0,40400,14.0,37877.0,43403.0,0.07,6613.0,,30416,45548.96,0.666,4632.0,3117.0,0.5896
131,Hendrix College,Conway,AR,3,13.0,0.683,680.0,660.0,1103.0,33350.0,33350.0,0.7289,0.8032,0.7033,1,1100.0,13200.0,2900.0,9954.0,2900.0,44500,11.0,46607.0,54532.0,0.25-0.29,7615.0,,64295.5,63550.03,0.4275,14193.0,10396.0,0.8114
132,Hot Springs Beauty College,Hot Springs,AR,1,13.0,,,,85.0,,,,,,3,,,,,,PrivacySuppressed,19.0,14741.0,,PrivacySuppressed,,4.0,13946,44560.1,0.675,2272.0,6428.0,
133,Jefferson Regional School of Nursing,Pine Bluff,AR,2,13.0,,,,66.0,,,,,,2,,,,,,PrivacySuppressed,8.0,73810.0,,<=0.20,7074.0,1.0,24327.5,44278.02,0.3608,5858.0,4837.0,
134,John Brown University,Siloam Springs,AR,3,32.0,0.5287,655.0,665.0,1381.0,28924.0,28924.0,0.7039,0.8026,0.6061,1,800.0,9554.0,2850.0,2500.0,2850.0,55400,15.0,45459.0,69973.0,0.21-0.22,7137.0,,52350.5,56884.69,0.3912,8546.0,10590.0,0.8325
135,Career Academy of Hair Design,Springdale,AR,1,13.0,,,,196.0,,,,,,3,,,,,,23600,5.0,22690.0,,0.05-0.09,,4.0,17526.5,50797.95,0.659,4662.0,9515.0,
136,Academy of Salon and Spa,Fort Smith,AR,1,13.0,,,,53.0,,,,,,3,,,,,,PrivacySuppressed,18.0,20450.0,,<=0.10,,3.0,13269,43968.6,0.6087,5194.0,10797.0,
137,Arkansas State University Mid-South,West Memphis,AR,1,21.0,,,,525.0,2746.0,4186.0,,,,2,1460.0,,,9872.0,4533.0,26700,10.0,25667.0,32321.0,PrivacySuppressed,4123.0,,16021,41452.41,0.0,5414.0,2146.0,
138,Arkansas Northeastern College,Blytheville,AR,1,41.0,,,,786.0,2458.0,4138.0,,,,2,751.0,,,7749.0,4927.0,30800,19.0,29304.0,42800.0,PrivacySuppressed,4999.0,,19292.5,37938.88,0.0,8868.0,1525.0,
139,New Tyler Barber College Inc,North Little Rock,AR,1,13.0,,,,33.0,,,,,,3,,,,,,19200,20.0,22669.0,20844.0,<=0.20,,2.0,6000,45287.22,0.2292,3986.0,4011.0,
140,North Arkansas College,Harrison,AR,1,33.0,,,,1161.0,3090.0,5940.0,,,,2,1307.0,,,7748.0,7774.0,28900,14.0,29831.0,36530.0,0.09-0.10,5367.0,,21388.5,39024.26,0.0916,7626.0,1768.0,
141,Northwest Technical Institute,Springdale,AR,1,13.0,,,,155.0,4450.0,4450.0,,,,3,1800.0,,,3968.0,2000.0,32500,6.0,40732.0,44661.0,PrivacySuppressed,,,21612,48871.29,0.0,15464.0,3258.0,
142,Ouachita Baptist University,Arkadelphia,AR,3,32.0,0.7375,,,1572.0,30140.0,30140.0,0.6675,0.8432,0.5995,1,1100.0,8510.0,4200.0,9470.0,4200.0,46000,13.0,41890.0,55868.0,0.19-0.20,6545.0,,62149,61306.22,0.5186,8981.0,10448.0,0.8277
143,Arkansas State University Three Rivers,Malvern,AR,1,31.0,,,,424.0,3458.0,5882.0,,,,2,1200.0,,,6376.0,5432.0,31000,14.0,32407.0,38659.0,0.05-0.09,4732.0,,24497,46122.57,0.136,7994.0,2011.0,
144,Ozarka College,Melbourne,AR,1,43.0,,,,627.0,3004.0,5356.0,,,,2,1100.0,5700.0,5540.0,6315.0,5540.0,28100,14.0,28037.0,30778.0,0.05-0.06,4824.0,,17500,34796.93,0.1413,6096.0,1451.0,
145,University of the Ozarks,Clarksville,AR,3,33.0,0.5537,550.0,580.0,775.0,24950.0,24950.0,0.488,0.6105,0.4067,1,1000.0,8000.0,2400.0,8000.0,2400.0,38600,15.0,37331.0,43693.0,0.10-0.14,6875.0,,40931.5,51329.59,0.4354,9289.0,11974.0,0.6541
146,University of Arkansas Community College-Morrilton,Morrilton,AR,1,32.0,1.0,,,1586.0,3216.0,4128.0,,,,2,1397.0,,,8858.0,8177.0,31600,19.0,28847.0,38662.0,0.07-0.08,5311.0,,22457,44557.97,0.1302,5380.0,2110.0,
147,Philander Smith College,Little Rock,AR,3,12.0,,,,709.0,13014.0,13014.0,0.2824,0.5484,0.1176,1,1200.0,8250.0,3748.0,12488.0,5022.0,27300,12.0,31575.0,39498.0,<=0.02,5891.0,,18743,45434.78,0.6946,5287.0,5613.0,0.5743
148,Phillips Community College of the University of Arkansas,Helena,AR,1,41.0,,,,611.0,3020.0,4910.0,,,,2,1200.0,,,5400.0,5700.0,26200,12.0,24217.0,35778.0,PrivacySuppressed,4947.0,,15160.5,34872.94,0.0,7583.0,959.0,
149,Southeast Arkansas College,Pine Bluff,AR,1,13.0,,,,808.0,3855.0,6735.0,,,,2,1320.0,,,5796.0,4737.0,29700,10.0,26174.0,33964.0,0.05-0.06,4921.0,,17448,42805.78,0.2345,5476.0,2416.0,
150,Professional Cosmetology Education Center,El Dorado,AR,1,33.0,,,,37.0,,,,,,3,,,,,,PrivacySuppressed,19.0,26759.0,,<=0.20,,2.0,22978,39190.14,0.5902,2463.0,10548.0,
151,University of Arkansas-Pulaski Technical College,North Little Rock,AR,1,13.0,,,,4110.0,5670.0,6900.0,,,,2,772.0,,,9192.0,6422.0,30700,15.0,29921.0,36400.0,0.03,5027.0,,20542,50007.22,0.417,5702.0,3173.0,
152,University of Arkansas Hope-Texarkana,Hope,AR,1,32.0,,,,760.0,3070.0,4390.0,,,,2,1152.0,,,8206.0,7784.0,28600,14.0,27008.0,45320.0,PrivacySuppressed,4836.0,,17783,38791.69,0.0,8281.0,1416.0,
153,University of Arkansas Community College Rich Mountain,Mena,AR,1,33.0,,,,529.0,3240.0,3816.0,,,,2,840.0,8550.0,2556.0,6966.0,4923.0,24100,28.0,25773.0,34791.0,PrivacySuppressed,4494.0,,17973.5,35544.46,0.1253,5128.0,1445.0,
154,Paul Mitchell the School-Arkansas,Fayetteville,AR,1,13.0,,,,118.0,,,,,,3,,,,,,PrivacySuppressed,20.0,24179.0,,0.10-0.19,,1.0,25628,47966.62,0.5738,2278.0,8261.0,
155,Searcy Beauty College,Searcy,AR,1,32.0,,,,84.0,,,,,,3,,,,,,17200,25.0,10586.0,,<=0.20,,3.0,12782,42041.01,0.6316,1128.0,11946.0,
156,Shorter College,N Little Rock,AR,2,13.0,,,,245.0,5596.0,5596.0,,,,2,500.0,,,9176.0,5968.0,,13.0,,,<=0.05,4145.0,,0,,0.7892,14840.0,20795.0,
157,Williams Baptist University,Walnut Ridge,AR,3,42.0,0.641,590.0,520.0,593.0,18570.0,18570.0,0.3175,0.2136,0.2619,1,1250.0,8550.0,3020.0,7850.0,3800.0,36400,17.0,35282.0,47696.0,0.10-0.14,5416.0,,43631.5,42485.2,0.6484,4070.0,8041.0,0.3613
158,South Arkansas Community College,El Dorado,AR,1,33.0,,,,889.0,2700.0,4812.0,,,,2,1635.0,,,7941.0,7085.0,32700,13.0,30320.0,47175.0,0.05-0.06,5156.0,,19138,40724.53,0.1805,5998.0,2131.0,
159,Southern Arkansas University Main Campus,Magnolia,AR,3,33.0,0.626,570.0,570.0,2795.0,9410.0,14630.0,0.4008,0.6406,0.2709,1,1600.0,7595.0,6177.0,7595.0,7806.0,39000,15.0,37269.0,45990.0,0.07,7043.0,,29945.5,42416.87,0.7328,4998.0,5505.0,0.6794
160,Southern Arkansas University Tech,Camden,AR,1,42.0,,,,725.0,4420.0,6210.0,,,,2,1500.0,4731.0,4745.0,6150.0,6781.0,31200,9.0,29475.0,40758.0,0.05-0.09,4549.0,,19465.5,39761.28,0.1469,10145.0,2182.0,
161,Velvatex College of Beauty Culture,Little Rock,AR,1,12.0,,,,15.0,,,,,,3,,,,,,PrivacySuppressed,15.0,17225.0,,PrivacySuppressed,,2.0,4800,46600.84,0.5714,2451.0,11224.0,
162,University of Arkansas-Fort Smith,Fort Smith,AR,3,13.0,,,,4188.0,5754.0,13026.0,0.2629,0.6656,0.1655,1,1544.0,9470.0,5360.0,10890.0,5360.0,35000,18.0,36196.0,46988.0,0.13,7009.0,,29173,45327.2,0.3262,7558.0,3065.0,0.7019
163,Academy of Art University,San Francisco,CA,3,11.0,,,,5294.0,25424.0,25424.0,0.3802,0.6899,0.0748,1,1126.0,19486.0,3186.0,17254.0,4968.0,47300,14.0,36505.0,43654.0,0.07,9482.0,,22550.5,74015.06,0.4938,14347.0,32083.0,0.6987
164,Academy of Chinese Culture and Health Sciences,Oakland,CA,4,11.0,,,,,,,,,,1,,,,,,,,,,PrivacySuppressed,,,,PrivacySuppressed,,7099.0,11530.0,
165,College of Alameda,Alameda,CA,2,21.0,,,,3629.0,1148.0,8684.0,,,,2,1724.0,,,22066.0,6796.0,40500,25.0,38621.0,47261.0,<=0.20,9524.0,,14595,61586.14,0.0047,4562.0,1341.0,
166,Allan Hancock College,Santa Maria,CA,2,12.0,,,,7389.0,1146.0,7842.0,,,,2,1125.0,,,16253.0,4761.0,35500,21.0,34061.0,43045.0,0.05-0.09,9070.0,,23452,56468.26,0.0048,6762.0,515.0,
167,American Academy of Dramatic Arts-Los Angeles,Los Angeles,CA,2,11.0,0.9027,,,217.0,37230.0,37230.0,,,,2,570.0,13975.0,1400.0,14350.0,6890.0,38200,11.0,24358.0,26896.0,0.05-0.09,6981.0,,41206.5,72405.21,0.5189,8707.0,24721.0,
168,Berkeley School of Theology,Berkeley,CA,4,12.0,,,,,,,,,,1,,,,,,,,,,PrivacySuppressed,,,PrivacySuppressed,,,37354.0,10135.0,
169,American Film Institute Conservatory,Los Angeles,CA,4,11.0,,,,,,,,,,1,,,,,,,,,,PrivacySuppressed,9029.0,,PrivacySuppressed,PrivacySuppressed,,7472.0,35136.0,
170,American Beauty College,West Covina,CA,1,21.0,,,,185.0,,,,,,3,,,,,,PrivacySuppressed,25.0,21964.0,,0.10-0.19,,4.0,16631,57011.33,0.4714,2944.0,8863.0,
171,American Career College-Los Angeles,Los Angeles,CA,1,11.0,,,,1902.0,,,,,,2,,,,,,35500,31.0,34521.0,42163.0,0.06,6890.0,9.0,15438.5,51468.52,0.6488,4954.0,13398.0,
172,American Conservatory Theater,San Francisco,CA,4,11.0,,,,1.0,30800.0,30800.0,1.0,,,1,500.0,,,14670.0,5706.0,PrivacySuppressed,6.0,,,PrivacySuppressed,9343.0,,PrivacySuppressed,80150.07,,21488.0,31258.0,
173,American River College,Sacramento,CA,2,21.0,,,,22837.0,1288.0,10168.0,,,,2,1124.0,,,17254.0,4842.0,38100,26.0,34396.0,40755.0,0.06,9607.0,,13273.5,59196.72,0.0301,5241.0,521.0,
174,Antelope Valley Community College District,Lancaster,CA,2,21.0,,,,9670.0,1124.0,6980.0,0.2888,,,1,900.0,,,10000.0,2800.0,34500,20.0,30316.0,39744.0,0.03,9114.0,,13661,58643.73,0.0274,6678.0,423.0,
175,Art Center College of Design,Pasadena,CA,3,12.0,0.7556,,,2026.0,48044.0,48044.0,0.7586,0.8504,0.3046,1,4000.0,,,13530.0,6492.0,62300,8.0,67619.0,73830.0,0.21-0.22,7942.0,,30283,74131.88,0.4686,21979.0,33207.0,0.8134
176,Associated Technical College-Los Angeles,Los Angeles,CA,1,11.0,,,,180.0,,,,,,3,,,,,,27900,18.0,19670.0,27392.0,0.03-0.04,,1.0,0,41078.15,0.364,1371.0,7454.0,
177,Associated Technical College-San Diego,San Diego,CA,1,11.0,,,,43.0,,,,,,3,,,,,,25300,10.0,15602.0,27745.0,<=0.05,,2.0,0,50973.76,0.3542,9505.0,30233.0,
178,Azusa Pacific University,Azusa,CA,3,21.0,0.941,628.0,638.0,3937.0,41510.0,41510.0,0.7151,0.7928,0.5328,1,1126.0,9820.0,3142.0,17254.0,4862.0,55900,10.0,58110.0,67249.0,0.16,8957.0,,44669,73950.46,0.4772,10122.0,19762.0,0.7762
179,Bakersfield College,Bakersfield,CA,2,11.0,,,,16900.0,1430.0,9380.0,0.2061,,,1,1125.0,,,17253.0,4761.0,36000,28.0,30872.0,43392.0,0.03-0.04,10874.0,,18201.5,46274.57,0.0069,4050.0,466.0,
180,Barstow Community College,Barstow,CA,2,32.0,,,,2071.0,1104.0,8952.0,,,,2,1125.0,,,17253.0,4761.0,35000,21.0,28812.0,45107.0,PrivacySuppressed,9774.0,,15011,50748.29,0.0896,4606.0,217.0,
181,Bellus Academy-Chula Vista,Chula Vista,CA,1,11.0,,,,406.0,,,,,,2,,,,,,21100,19.0,21710.0,,<=0.05,,8.0,15830,54154.45,0.5638,3536.0,9661.0,
182,Bethesda University,Anaheim,CA,3,11.0,,,,264.0,6560.0,6560.0,0.1525,0.4706,0.1356,1,400.0,,,10539.0,6867.0,PrivacySuppressed,10.0,,,<=0.20,2482.0,,10349,73410.31,0.2035,1027.0,6000.0,0.4783
183,Biola University,La Mirada,CA,3,21.0,0.6077,688.0,660.0,3592.0,44382.0,44382.0,0.6994,0.878,0.5503,1,1200.0,10202.0,3716.0,10202.0,3716.0,50700,13.0,47448.0,62385.0,0.24,9807.0,,60489,75484.4,0.4786,10650.0,19084.0,0.8239
184,Brownson Technical School,Anaheim,CA,1,11.0,,,,241.0,,,,,,3,,,,,,49600,15.0,,51158.0,0.10-0.14,,1.0,21841.5,71944.78,0.713,5304.0,10650.0,
185,Bryan University,Tempe,AZ,2,12.0,,,,1361.0,12125.0,12125.0,0.3047,,0.274,1,,,,7624.0,4000.0,36100,32.0,41963.0,54621.0,0.06,5308.0,,14493,60965.37,0.7652,4409.0,14946.0,0.6097
186,Butte College,Oroville,CA,2,42.0,,,,8579.0,1368.0,7848.0,,,,2,1970.0,,,15084.0,3142.0,37600,21.0,32850.0,42601.0,0.06,10704.0,,16880,46805.61,0.0279,6036.0,913.0,
187,California Institute of Integral Studies,San Francisco,CA,3,11.0,,,,84.0,,,,,,1,,,,,,PrivacySuppressed,12.0,,38849.0,0.10-0.19,8677.0,,18380,76698.12,0.7959,11461.0,26503.0,
188,Cabrillo College,Aptos,CA,2,22.0,,,,8035.0,1262.0,8630.0,,,,2,2160.0,,,20079.0,5508.0,40600,18.0,36454.0,47243.0,0.05-0.09,8776.0,,19212.5,70523.73,0.0095,9331.0,1158.0,
189,California Baptist University,Riverside,CA,3,11.0,0.6373,,,8234.0,37018.0,37018.0,0.5674,0.7866,0.373,1,1126.0,10710.0,3060.0,17254.0,4842.0,47500,19.0,51359.0,63538.0,0.15,10151.0,,42597,66849.57,0.6467,9490.0,18785.0,0.775
190,California College of the Arts,San Francisco,CA,3,11.0,0.7763,,,1239.0,52312.0,52312.0,0.6542,0.822,0.4375,1,1500.0,19117.0,3450.0,15662.0,4160.0,48000,8.0,41402.0,55677.0,0.19-0.20,8739.0,,38844.5,73343.27,0.2728,18910.0,30947.0,0.7562
191,University of California-Hastings College of Law,San Francisco,CA,4,11.0,,,,,,,,,,1,,,,,,137100,,,,PrivacySuppressed,16046.0,,PrivacySuppressed,77597.69,,26496.0,27148.0,
192,California Institute of Technology,Pasadena,CA,3,12.0,0.0392,,,987.0,58680.0,58680.0,0.9292,0.9911,0.8625,1,1428.0,17748.0,2091.0,17253.0,4761.0,106300,3.0,85002.0,109257.0,0.60-0.79,20924.0,,44848,81448.64,0.0388,112738.0,13812.0,0.9631
193,California Lutheran University,Thousand Oaks,CA,3,12.0,0.8194,640.0,650.0,2588.0,46012.0,46012.0,0.7378,0.8327,0.6807,1,1125.0,14970.0,3079.0,17253.0,4861.0,60200,14.0,60821.0,71851.0,0.23,10375.0,,56619,81648.78,0.5342,9346.0,19924.0,0.808
194,California Polytechnic State University-San Luis Obispo,San Luis Obispo,CA,3,23.0,0.33,,,21090.0,10195.0,28105.0,0.8539,0.9463,0.5704,1,909.0,16332.0,2244.0,16332.0,2244.0,74300,21.0,72806.0,96477.0,0.4,10582.0,,74513,74683.78,0.2275,9301.0,10447.0,0.9444
195,Alliant International University-San Diego,San Diego,CA,1,11.0,1.0,,,227.0,13680.0,13680.0,0.0909,,0.0909,1,1125.0,,,17253.0,5328.0,65200,5.0,63039.0,77179.0,<=0.10,10251.0,,20685.5,71211.32,0.1879,7772.0,22639.0,0.6667
196,California State University-Bakersfield,Bakersfield,CA,3,11.0,0.8521,,,8870.0,7579.0,19459.0,0.4756,0.7513,0.1741,1,1266.0,12900.0,3132.0,15464.0,4474.0,50100,21.0,53326.0,60296.0,0.15,9468.0,,27270.5,53982.7,0.241,6385.0,4010.0,0.7906
197,California State University-Stanislaus,Turlock,CA,3,23.0,0.9476,,,9161.0,7644.0,19524.0,0.5762,0.7933,0.1893,1,1225.0,11576.0,3133.0,15465.0,3826.0,48500,20.0,54764.0,64803.0,0.16,9639.0,,28214,56979.76,0.2198,7506.0,4091.0,0.8342
198,California State University-San Bernardino,San Bernardino,CA,3,12.0,0.9097,,,16595.0,7213.0,19093.0,0.5696,0.7804,0.1872,1,1145.0,12822.0,3634.0,16011.0,4040.0,48800,25.0,51349.0,61745.0,0.14,9973.0,,25849,59070.9,0.2053,7385.0,3229.0,0.8182
199,California State Polytechnic University-Pomona,Pomona,CA,3,21.0,0.6062,,,26802.0,7439.0,19319.0,0.7018,0.8768,0.2843,1,1045.0,16570.0,3133.0,13643.0,3708.0,58000,28.0,56915.0,76518.0,0.22,10556.0,,29032,68064.96,0.2349,6307.0,4224.0,0.8738
200,California State University-Chico,Chico,CA,3,12.0,0.8547,,,14343.0,7864.0,19744.0,0.6537,0.8088,0.3306,1,1184.0,14838.0,2236.0,12208.0,2728.0,55400,22.0,55893.0,69927.0,0.2,9593.0,,30780,61867.44,0.3438,7114.0,4926.0,0.8227
201,California State University-Dominguez Hills,Carson,CA,3,13.0,0.8959,,,15214.0,7060.0,18940.0,0.5253,0.7032,0.158,1,1100.0,15120.0,2662.0,19652.0,4238.0,48500,25.0,47379.0,56487.0,0.12,9821.0,,20044,54533,0.201,6371.0,3824.0,0.7448
202,California State University-Fresno,Fresno,CA,3,11.0,0.9728,,,21826.0,6653.0,18533.0,0.5657,0.7691,0.1784,1,1125.0,10758.0,3792.0,16003.0,4304.0,48500,22.0,52047.0,61563.0,0.16,9546.0,,27059,53295.09,0.1749,6769.0,3385.0,0.8171
203,California State University-Fullerton,Fullerton,CA,3,21.0,0.5943,,,35502.0,6976.0,18856.0,0.7147,0.8681,0.2897,1,1203.0,16703.0,3133.0,17100.0,5003.0,51800,25.0,55014.0,64051.0,0.21,10353.0,,28124,73036.4,0.1913,6668.0,5270.0,0.8783
204,California State University-East Bay,Hayward,CA,3,21.0,0.8236,,,12047.0,6995.0,18875.0,0.4844,0.8049,0.1214,1,1034.0,14373.0,4258.0,16235.0,5114.0,58200,24.0,63204.0,65982.0,0.17,10355.0,,24527,78750.43,0.2727,5996.0,5652.0,0.7908
205,California State University-Long Beach,Long Beach,CA,3,11.0,0.4685,,,33765.0,6846.0,18726.0,0.7547,0.8729,0.3424,1,1070.0,13938.0,3134.0,13358.0,3638.0,53000,23.0,58408.0,65972.0,0.21,10297.0,,26465,66954.9,0.2307,7483.0,4712.0,0.8812
206,California State University-Los Angeles,Los Angeles,CA,3,11.0,0.9054,,,23506.0,6785.0,18665.0,0.519,0.7309,0.1098,1,1226.0,16860.0,3133.0,18602.0,6006.0,49900,25.0,51461.0,59651.0,0.15,10102.0,,22032,52850.08,0.1767,6631.0,3335.0,0.7741
207,California State University-Northridge,Northridge,CA,3,11.0,0.881,,,34436.0,7043.0,18923.0,0.542,0.8185,0.1655,1,1486.0,11502.0,3132.0,18962.0,4366.0,49700,26.0,53426.0,60910.0,0.16,10127.0,,22839,64055.44,0.2136,6440.0,4251.0,0.8274
208,California State University-Sacramento,Sacramento,CA,3,11.0,0.9368,,,29370.0,7392.0,19272.0,0.5746,0.8091,0.2031,1,1110.0,15944.0,3640.0,19096.0,3890.0,54200,25.0,57557.0,68517.0,0.18,9713.0,,27217,65686.13,0.2381,7169.0,5330.0,0.826
209,University of California-Berkeley,Berkeley,CA,3,12.0,0.1444,,,31811.0,14226.0,43980.0,0.9281,0.9615,0.7897,1,1118.0,20236.0,5893.0,16377.0,6199.0,79000,20.0,80202.0,98670.0,0.37,18770.0,,31227,77601.85,0.1481,21463.0,21095.0,0.9614
210,University of California-Davis,Davis,CA,3,23.0,0.4875,,,31637.0,14645.0,44399.0,0.8694,0.9105,0.6194,1,1197.0,17018.0,4743.0,11551.0,5191.0,68100,21.0,68668.0,82612.0,0.34,15968.0,,33783.5,76621.08,0.2368,25671.0,18166.0,0.9202
211,University of California-Irvine,Irvine,CA,3,11.0,0.2882,,,29438.0,13775.0,43529.0,0.8367,0.9347,0.6831,1,1319.0,16869.0,4339.0,14681.0,5258.0,65800,18.0,71686.0,83854.0,0.31,16688.0,,34735,78085.65,0.2004,25085.0,15318.0,0.9395
