,School_Name,City,State,PREDDEG,LOCALE,Admission_Rate,ACT_Reading_Scores_75th_Percentile,ACT_Math_Scores_75th_Percentile,Undergraduate_Enrollment,InState_Tuition,OutOfState_Tuition,C150_4,RET_FT4,Completion_Rate_100%_Expected_Time,ICLEVEL,BOOKSUPPLY,ROOMBOARD_ON,OTHEREXPENSE_ON,ROOMBOARD_OFF,OTHEREXPENSE_OFF,Mean_Earnings_10_Years_Post_Grad,Student_Faculty_Ratio,Median_Woman_Earnings_Post_Grad,Median_Male_Earnings_Post_Grad,Percentage_Federal_Loans_Paid_After_4Years,Average_Faculty_Salary
1326,Saint Joseph's College of Maine,Standish,ME,3,41.0,0.8058,620.0,610.0,1066.0,39986.0,39986.0,0.6844,0.711,0.6008,1,1200.0,14936.0,1700.0,7200.0,2700.0,47000,8.0,53703.0,46467.0,0.15-0.16,6127.0
1329,University of Southern Maine,Portland,ME,3,13.0,0.8699,630.0,600.0,4668.0,9904.0,23904.0,0.3449,0.6456,0.2027,1,600.0,10338.0,3000.0,10338.0,3000.0,44400,13.0,50975.0,47883.0,0.11,9358.0
1331,Unity College,New Gloucester,ME,3,41.0,0.9142,632.0,632.0,1981.0,12640.0,12640.0,0.5455,0.3668,0.4697,1,500.0,10900.0,1280.0,8760.0,1280.0,37400,27.0,39693.0,36397.0,0.10-0.14,4828.0
1338,University of Baltimore,Baltimore,MD,3,11.0,0.8943,590.0,545.0,1579.0,9364.0,22550.0,0.3796,0.6774,0.2263,1,1600.0,0.0,0.0,19350.0,4150.0,63400,11.0,55943.0,63745.0,0.06,11109.0
1339,Bowie State University,Bowie,MD,3,21.0,0.8704,520.0,500.0,5279.0,8558.0,19298.0,0.4186,0.722,0.1682,1,2500.0,12458.0,1600.0,13846.0,1600.0,48700,18.0,51209.0,50081.0,0.03,9021.0
1340,Capitol Technology University,Laurel,MD,3,21.0,0.4654,632.0,632.0,322.0,26934.0,26934.0,0.5122,0.746,0.3902,1,1600.0,12754.0,3200.0,18198.0,3920.0,68100,15.0,55594.0,91533.0,0.15-0.19,6321.0
1344,Washington Adventist University,Takoma Park,MD,3,21.0,0.6175,632.0,632.0,594.0,25200.0,25200.0,0.4,0.6512,0.1942,1,1200.0,10098.0,1000.0,4800.0,1000.0,46300,7.0,61284.0,55001.0,0.03-0.04,5844.0
1345,Coppin State University,Baltimore,MD,3,11.0,0.4792,530.0,530.0,1785.0,6809.0,13334.0,0.2645,0.5704,0.1405,1,800.0,11141.0,3386.0,13141.0,3686.0,41800,10.0,43612.0,43963.0,0.02,8380.0
1349,Frostburg State University,Frostburg,MD,3,23.0,0.8605,610.0,590.0,3289.0,9594.0,24080.0,0.4758,0.7002,0.2513,1,1500.0,11648.0,3056.0,11648.0,3056.0,47200,13.0,46627.0,58503.0,0.12,7564.0
1351,Goucher College,Baltimore,MD,3,13.0,0.8234,700.0,660.0,1054.0,48200.0,48200.0,0.5851,0.8017,0.5232,1,1200.0,15500.0,2800.0,10000.0,2800.0,55100,8.0,51080.0,55851.0,0.21-0.22,7705.0
1354,Hood College,Frederick,MD,3,13.0,0.7679,632.0,632.0,1202.0,43140.0,43140.0,0.6602,0.7201,0.5625,1,1288.0,13200.0,3366.0,12578.0,3366.0,49400,10.0,52395.0,55162.0,0.13-0.14,7968.0
1357,Johns Hopkins University,Baltimore,MD,3,11.0,0.0752,632.0,632.0,5727.0,58720.0,58720.0,0.9462,0.9565,0.8741,1,1270.0,16800.0,1187.0,13406.0,1187.0,89300,6.0,84536.0,95057.0,0.36,16545.0
1359,Loyola University Maryland,Baltimore,MD,3,11.0,0.8421,632.0,632.0,3768.0,53530.0,53530.0,0.805,0.8793,0.7692,1,1250.0,16100.0,1600.0,8010.0,1690.0,78300,12.0,76364.0,89242.0,0.24,8698.0
1362,University of Maryland-Baltimore County,Baltimore,MD,3,21.0,0.812,700.0,710.0,10747.0,12280.0,28470.0,0.7095,0.8698,0.4494,1,1600.0,12600.0,3166.0,14736.0,4100.0,59600,17.0,61112.0,75171.0,0.2,10876.0
1363,University of Maryland-College Park,College Park,MD,3,21.0,0.5203,730.0,780.0,30368.0,10955.0,38636.0,0.8765,0.9546,0.7221,1,1250.0,13348.0,2522.0,14590.0,4202.0,70800,18.0,68934.0,87163.0,0.28,14030.0
1364,Maryland Institute College of Art,Baltimore,MD,3,11.0,0.8575,632.0,632.0,1539.0,52040.0,52040.0,0.7396,0.8582,0.6732,1,1500.0,14770.0,1550.0,10750.0,1650.0,41200,10.0,43870.0,47924.0,0.21-0.22,8083.0
1365,University of Maryland Eastern Shore,Princess Anne,MD,3,31.0,0.819,632.0,632.0,1758.0,8724.0,19343.0,0.3333,0.6116,0.1474,1,2000.0,10085.0,4050.0,11136.0,4050.0,40400,8.0,41888.0,47094.0,0.03,8890.0
1369,Morgan State University,Baltimore,MD,3,11.0,0.871,530.0,560.0,7027.0,8008.0,18479.0,0.4392,0.7155,0.201,1,2000.0,11894.0,3565.0,12902.0,3565.0,42600,16.0,45681.0,46659.0,0.03,9708.0
1370,Mount St. Mary's University,Emmitsburg,MD,3,31.0,0.8175,632.0,632.0,2009.0,44750.0,44750.0,0.6146,0.7697,0.5514,1,1300.0,13960.0,1400.0,7500.0,2300.0,56600,14.0,55320.0,69085.0,0.23-0.24,8052.0
1371,Ner Israel Rabbinical College,Baltimore,MD,3,21.0,0.8235,632.0,632.0,261.0,13200.0,13200.0,0.3529,0.6939,0.2059,1,250.0,7000.0,4000.0,14880.0,4150.0,PrivacySuppressed,19.0,0.0,65319.0,PrivacySuppressed,7092.0
1373,Notre Dame of Maryland University,Baltimore,MD,3,11.0,0.6509,632.0,632.0,781.0,39745.0,39745.0,0.5914,0.7465,0.4839,1,1200.0,12565.0,6000.0,15440.0,6000.0,56400,7.0,55224.0,0.0,0.09-0.10,7089.0
1376,Salisbury University,Salisbury,MD,3,23.0,0.8646,632.0,632.0,6455.0,10188.0,20458.0,0.7224,0.7974,0.4987,1,1300.0,12500.0,2700.0,12500.0,2700.0,54200,14.0,54062.0,62951.0,0.18,8653.0
1377,St. Mary's College of Maryland,St. Mary's City,MD,3,23.0,0.7733,690.0,650.0,1507.0,15124.0,31200.0,0.7277,0.8541,0.6412,1,850.0,13867.0,1520.0,13867.0,1520.0,55200,10.0,57760.0,65182.0,0.27-0.28,8062.0
1378,St. John's College,Annapolis,MD,3,21.0,0.5315,750.0,730.0,473.0,36170.0,36170.0,0.7549,0.8118,0.7059,1,680.0,13858.0,750.0,10000.0,750.0,42000,8.0,50821.0,58052.0,0.20-0.29,6573.0
1379,Towson University,Towson,MD,3,13.0,0.8792,620.0,600.0,17817.0,10464.0,25516.0,0.7228,0.8466,0.4996,1,1080.0,13232.0,3350.0,13232.0,3350.0,55100,16.0,58771.0,66377.0,0.19,8158.0
1381,United States Naval Academy,Annapolis,MD,3,21.0,0.0845,700.0,720.0,4528.0,0.0,0.0,0.9132,0.9763,0.8919,1,0.0,0.0,0.0,10000.0,750.0,0,8.0,0.0,0.0,PrivacySuppressed,12817.0
1382,Stevenson University,Owings Mills,MD,3,21.0,0.9088,632.0,632.0,2959.0,38168.0,38168.0,0.5926,0.7358,0.5068,1,2000.0,14170.0,3300.0,8400.0,3500.0,54600,15.0,58303.0,67435.0,0.15,8392.0
1383,Washington College,Chestertown,MD,3,32.0,0.6986,632.0,632.0,1010.0,49768.0,49768.0,0.7494,0.8385,0.7442,1,1500.0,14006.0,2420.0,7050.0,3270.0,56500,9.0,65584.0,71635.0,0.23-0.24,7861.0
1384,McDaniel College,Westminster,MD,3,23.0,0.8668,632.0,632.0,1741.0,46336.0,46336.0,0.6503,0.7155,0.5618,1,1300.0,12302.0,1720.0,7000.0,2170.0,54000,13.0,54225.0,62934.0,0.21-0.22,7370.0
1386,Hult International Business School,Cambridge,MA,3,12.0,0.507,632.0,632.0,638.0,49950.0,49950.0,0.627,0.7902,0.5714,1,1000.0,19300.0,3750.0,21400.0,1000.0,0,10.0,0.0,0.0,PrivacySuppressed,9241.0
1387,American International College,Springfield,MA,3,12.0,0.5787,555.0,555.0,1269.0,39370.0,39370.0,0.4243,0.6254,0.3353,1,1200.0,14800.0,1870.0,4800.0,4200.0,50000,17.0,53545.0,52538.0,0.09,7523.0
1388,Amherst College,Amherst,MA,3,21.0,0.0874,760.0,790.0,1971.0,61150.0,61150.0,0.9242,0.9793,0.8674,1,1000.0,16100.0,1800.0,16100.0,1800.0,83300,7.0,80226.0,88205.0,0.30-0.34,13490.0
1389,Anna Maria College,Paxton,MA,3,41.0,0.7285,632.0,632.0,1076.0,40208.0,40208.0,0.4784,0.6694,0.3966,1,1000.0,15324.0,1000.0,6200.0,2000.0,48100,13.0,44164.0,64064.0,0.13-0.14,6553.0
1391,Assumption University,Worcester,MA,3,12.0,0.8649,632.0,632.0,1896.0,45900.0,45900.0,0.7158,0.8214,0.686,1,1000.0,14068.0,1800.0,14068.0,1800.0,61300,12.0,56942.0,78131.0,0.24,8490.0
1392,Babson College,Wellesley,MA,3,21.0,0.2535,710.0,770.0,2532.0,54944.0,54944.0,0.9371,0.942,0.8971,1,1218.0,18234.0,1964.0,18234.0,1964.0,113300,16.0,110987.0,110903.0,0.35-0.39,17413.0
1394,Boston Baptist College,Boston,MA,3,11.0,0.6364,632.0,632.0,40.0,12600.0,12600.0,0.8,0.75,0.6,1,800.0,7000.0,6291.0,9657.0,6291.0,37500,6.0,0.0,0.0,<=0.20,3333.0
1395,Bay Path University,Longmeadow,MA,3,21.0,0.7541,645.0,560.0,1484.0,35781.0,35781.0,0.5056,0.6301,0.4494,1,1600.0,12799.0,1900.0,3500.0,2400.0,44800,12.0,46995.0,0.0,0.07,6997.0
1397,Bentley University,Waltham,MA,3,13.0,0.6094,690.0,723.0,3942.0,54910.0,54910.0,0.8798,0.909,0.8328,1,1325.0,18130.0,1250.0,18130.0,1250.0,95400,12.0,107399.0,113473.0,0.36,15113.0
1398,Berklee College of Music,Boston,MA,3,11.0,0.5517,632.0,632.0,7126.0,46800.0,46800.0,0.6696,0.8203,0.57,1,474.0,18826.0,2170.0,14526.0,2170.0,38300,10.0,36339.0,31756.0,0.16,10264.0
1403,Boston College,Chestnut Hill,MA,3,13.0,0.1904,750.0,780.0,9797.0,61706.0,61706.0,0.9078,0.9485,0.8778,1,1250.0,15602.0,2100.0,11550.0,2100.0,92500,14.0,83784.0,112456.0,0.36,15909.0
1404,Boston University,Boston,MA,3,11.0,0.1865,740.0,780.0,17501.0,59816.0,59816.0,0.8935,0.9386,0.8407,1,1000.0,16840.0,1950.0,16840.0,1950.0,75900,11.0,76733.0,92176.0,0.28,15151.0
1405,Brandeis University,Waltham,MA,3,13.0,0.3914,750.0,780.0,3577.0,60006.0,60006.0,0.8753,0.9086,0.818,1,1000.0,16450.0,1500.0,12500.0,1500.0,69000,10.0,71579.0,79442.0,0.36,13827.0
1406,Bridgewater State University,Bridgewater,MA,3,21.0,0.8638,610.0,590.0,8142.0,10732.0,16872.0,0.6244,0.7888,0.3944,1,1000.0,13832.0,3100.0,13832.0,3600.0,47900,19.0,52984.0,59370.0,0.14,9751.0
1414,Clark University,Worcester,MA,3,12.0,0.4803,703.0,700.0,2290.0,50302.0,50302.0,0.7895,0.8703,0.7459,1,800.0,10150.0,950.0,10150.0,1050.0,54700,9.0,58274.0,55628.0,0.23-0.24,11390.0
1416,Curry College,Milton,MA,3,21.0,0.8032,586.0,579.0,2025.0,43650.0,43650.0,0.545,0.6316,0.48,1,1100.0,16555.0,2200.0,10100.0,2650.0,51100,12.0,50459.0,51176.0,0.16,10310.0
1418,Dean College,Franklin,MA,3,21.0,0.736,632.0,632.0,1203.0,42346.0,42346.0,0.4873,0.751,0.397,1,1000.0,18090.0,1500.0,9775.0,1700.0,38100,16.0,37792.0,45659.0,0.11-0.12,7047.0
1421,Eastern Nazarene College,Quincy,MA,3,21.0,0.6408,665.0,650.0,491.0,27212.0,27212.0,0.5688,0.7541,0.4404,1,0.0,10296.0,3900.0,10296.0,3900.0,46100,10.0,45267.0,50079.0,0.09-0.10,5725.0
1422,Emerson College,Boston,MA,3,11.0,0.4528,710.0,690.0,4113.0,52190.0,52190.0,0.7877,0.8678,0.7615,1,1200.0,19144.0,3410.0,16650.0,3410.0,51200,13.0,59013.0,57635.0,0.21,10422.0
1423,Emmanuel College,Boston,MA,3,11.0,0.7388,660.0,620.0,1792.0,43572.0,43572.0,0.7027,0.8636,0.6486,1,1000.0,16242.0,2451.0,16242.0,2451.0,54400,13.0,55849.0,65777.0,0.17,9454.0
1424,Endicott College,Beverly,MA,3,21.0,0.7721,632.0,632.0,2912.0,36614.0,36614.0,0.7792,0.8691,0.7605,1,1225.0,16534.0,2000.0,12609.0,2000.0,56200,13.0,64630.0,0.0,0.24,10994.0
1426,Fisher College,Boston,MA,3,11.0,0.7235,530.0,540.0,1086.0,33500.0,33500.0,0.3561,0.5399,0.322,1,2000.0,17000.0,3200.0,10000.0,3200.0,39600,12.0,39847.0,42723.0,0.1,5720.0
1427,Fitchburg State University,Fitchburg,MA,3,22.0,0.8527,590.0,590.0,3168.0,10830.0,16910.0,0.5711,0.6794,0.37,1,1200.0,11490.0,2100.0,9800.0,2500.0,47400,13.0,50360.0,65864.0,0.14,9377.0
1428,Framingham State University,Framingham,MA,3,13.0,0.838,605.0,570.0,3035.0,11380.0,17460.0,0.5053,0.707,0.3737,1,1200.0,13040.0,2380.0,13040.0,2380.0,49000,11.0,0.0,59389.0,0.17,9528.0
1430,Gordon College,Wenham,MA,3,21.0,0.7743,700.0,670.0,1336.0,26250.0,26250.0,0.7208,0.7936,0.6545,1,960.0,11700.0,1400.0,11700.0,2000.0,47700,11.0,49830.0,65589.0,0.23-0.24,6940.0
1433,Hampshire College,Amherst,MA,3,21.0,0.7515,632.0,632.0,465.0,52738.0,52738.0,0.6243,0.7164,0.5297,1,850.0,14432.0,1050.0,12020.0,1050.0,39900,11.0,41351.0,47365.0,0.21-0.22,9007.0
1434,Harvard University,Cambridge,MA,3,12.0,0.0401,780.0,800.0,7938.0,55587.0,55587.0,0.9674,0.9643,0.8631,1,900.0,18941.0,2600.0,14062.5,2500.0,139100,7.0,86894.0,112049.0,0.25-0.29,21720.0
1436,Hellenic College-Holy Cross Greek Orthodox School of Theology,Brookline,MA,3,21.0,0.7568,632.0,632.0,38.0,22490.0,22490.0,0.5806,0.8,0.5806,1,600.0,16192.0,2000.0,18500.0,2100.0,PrivacySuppressed,7.0,0.0,0.0,PrivacySuppressed,5398.0
1437,College of the Holy Cross,Worcester,MA,3,12.0,0.4287,710.0,710.0,3005.0,56540.0,56540.0,0.9255,0.9603,0.8984,1,1000.0,16080.0,900.0,16080.0,900.0,88600,10.0,77740.0,84866.0,0.29-0.30,11454.0
1439,Lasell University,Newton,MA,3,13.0,0.8506,705.0,620.0,1294.0,42000.0,42000.0,0.6667,0.7248,0.6074,1,1000.0,16500.0,2500.0,8000.0,2500.0,45700,12.0,52812.0,65910.0,0.17-0.18,8269.0
1441,Lesley University,Cambridge,MA,3,12.0,0.8695,632.0,632.0,1685.0,29550.0,29550.0,0.6048,0.7508,0.4866,1,1500.0,16570.0,3550.0,6725.0,4000.0,40500,10.0,51697.0,45229.0,0.16,8888.0
1444,University of Massachusetts-Lowell,Lowell,MA,3,21.0,0.8457,660.0,680.0,12546.0,15698.0,33624.0,0.6903,0.8154,0.4651,1,1200.0,13570.0,1424.0,5850.0,1924.0,57200,18.0,54680.0,80750.0,0.19,12277.0
1445,University of Massachusetts-Amherst,Amherst,MA,3,21.0,0.6553,710.0,750.0,23947.0,16439.0,36964.0,0.8371,0.9054,0.7712,1,1000.0,13595.0,1400.0,13595.0,1400.0,57700,18.0,61358.0,71084.0,0.26,12760.0
1446,University of Massachusetts-Boston,Boston,MA,3,11.0,0.789,640.0,640.0,11949.0,14677.0,35139.0,0.4902,0.7495,0.2676,1,800.0,18134.0,1920.0,14100.0,2970.0,53700,15.0,57124.0,62279.0,0.16,11114.0
1448,MCPHS University,Boston,MA,3,11.0,0.9771,670.0,720.0,3664.0,35800.0,35800.0,0.6727,0.7889,0.5074,1,1334.0,18950.0,3636.0,18950.0,3636.0,106500,12.0,121824.0,128141.0,0.26,10833.0
1449,Massachusetts College of Art and Design,Boston,MA,3,11.0,0.7867,632.0,632.0,1723.0,14200.0,39800.0,0.7397,0.858,0.5856,1,2000.0,14800.0,900.0,14800.0,900.0,40700,9.0,0.0,48713.0,0.17-0.18,9659.0
1450,Massachusetts Institute of Technology,Cambridge,MA,3,12.0,0.0411,632.0,632.0,4629.0,55878.0,55878.0,0.962,0.9897,0.8843,1,840.0,18100.0,2202.0,14062.5,2500.0,153600,3.0,121153.0,128691.0,0.59-0.60,20300.0
1451,Massachusetts Maritime Academy,Buzzards Bay,MA,3,22.0,0.9008,632.0,632.0,1431.0,10516.0,25104.0,0.7789,0.8241,0.6579,1,1500.0,13578.0,4250.0,12647.02,2334.54,96000,13.0,0.0,107689.0,0.35-0.36,8605.0
1456,Merrimack College,North Andover,MA,3,21.0,0.803,632.0,632.0,4001.0,46916.0,46916.0,0.6904,0.8362,0.6372,1,1000.0,15408.0,1450.0,15408.0,1450.0,62200,15.0,66165.0,73290.0,0.21,9608.0
1460,Mount Holyoke College,South Hadley,MA,3,21.0,0.523,750.0,760.0,2214.0,56518.0,56518.0,0.8496,0.9099,0.8184,1,1000.0,16580.0,1000.0,14920.0,1000.0,53900,10.0,54458.0,0.0,0.23-0.24,10614.0
1463,The New England Conservatory of Music,Boston,MA,3,11.0,0.4328,632.0,632.0,405.0,53730.0,53730.0,0.8256,0.9146,0.7209,1,500.0,18060.0,2940.0,18060.0,2940.0,41200,5.0,31610.0,29002.0,0.20-0.29,5961.0
1466,Nichols College,Dudley,MA,3,21.0,0.8477,570.0,590.0,1204.0,37300.0,37300.0,0.5759,0.7436,0.5604,1,1400.0,13950.0,2200.0,7000.0,2700.0,53500,16.0,0.0,65128.0,0.17-0.18,7990.0
1467,Massachusetts College of Liberal Arts,North Adams,MA,3,31.0,0.9096,632.0,632.0,851.0,11306.0,20251.0,0.5836,0.6294,0.487,1,1200.0,12284.0,3395.0,10027.0,3395.0,38300,9.0,44919.0,49020.0,0.11-0.12,8836.0
1470,Northeastern University,Boston,MA,3,11.0,0.1838,760.0,790.0,15645.0,57592.0,57592.0,0.9057,0.968,0.0,1,1000.0,17810.0,1800.0,17810.0,1800.0,74200,15.0,80841.0,99021.0,0.32,13642.0
1472,College of Our Lady of the Elms,Chicopee,MA,3,21.0,0.6792,605.0,590.0,1015.0,39449.0,39449.0,0.6813,0.8595,0.6044,1,1500.0,14395.0,2416.0,9814.0,2916.0,49600,11.0,54667.0,66691.0,0.13-0.14,7248.0
1477,Regis College,Weston,MA,3,21.0,0.8906,632.0,632.0,1237.0,44809.0,44809.0,0.609,0.8155,0.5451,1,1100.0,16587.0,2065.0,16000.0,3065.0,56800,10.0,55556.0,0.0,0.13-0.14,8366.0
1480,Salem State University,Salem,MA,3,21.0,0.9001,632.0,632.0,5046.0,11675.0,18480.0,0.5675,0.7544,0.4177,1,1200.0,14590.0,1784.0,10588.0,3660.0,47100,13.0,47461.0,62269.0,0.14,9441.0
1481,Simmons University,Boston,MA,3,11.0,0.8353,700.0,660.0,1746.0,43062.0,43062.0,0.707,0.8594,0.673,1,1280.0,15892.0,2550.0,15892.0,2550.0,58400,9.0,60195.0,0.0,0.25-0.26,8035.0
1483,Smith College,Northampton,MA,3,21.0,0.2991,760.0,770.0,2566.0,56114.0,56114.0,0.9097,0.9545,0.8522,1,800.0,19420.0,2104.0,9110.0,2104.0,51100,9.0,58965.0,0.0,0.29-0.30,12226.0
1485,Springfield College,Springfield,MA,3,12.0,0.769,660.0,660.0,2056.0,40480.0,40480.0,0.7308,0.8458,0.6923,1,1200.0,13320.0,2350.0,13320.0,2350.0,48500,11.0,43739.0,60582.0,0.11,7816.0
1487,University of Massachusetts-Dartmouth,North Dartmouth,MA,3,22.0,0.9222,630.0,630.0,5618.0,14408.0,30153.0,0.5413,0.6849,0.3875,1,1200.0,15975.0,1572.0,10000.0,2072.0,51500,15.0,51080.0,62476.0,0.16,11460.0
1488,Stonehill College,Easton,MA,3,21.0,0.72,632.0,632.0,2371.0,47808.0,47808.0,0.846,0.8943,0.8049,1,893.0,17034.0,1607.0,12000.0,1345.0,66800,11.0,72318.0,81147.0,0.27,9590.0
1489,Suffolk University,Boston,MA,3,11.0,0.8803,650.0,630.0,4187.0,41648.0,41648.0,0.6032,0.7755,0.4705,1,1200.0,18496.0,2450.0,20279.0,3000.0,59900,13.0,62584.0,72944.0,0.18,11905.0
1491,Tufts University,Medford,MA,3,21.0,0.1143,760.0,790.0,6628.0,63000.0,63000.0,0.9381,0.9671,0.8902,1,1000.0,16210.0,1490.0,16210.0,1490.0,103300,10.0,67502.0,86850.0,0.37,12936.0
1492,Wellesley College,Wellesley,MA,3,21.0,0.1618,760.0,780.0,2383.0,60752.0,60752.0,0.9207,0.9673,0.8381,1,800.0,18288.0,1250.0,2050.0,1000.0,71800,8.0,75601.0,0.0,0.50-0.54,12639.0
1493,Wentworth Institute of Technology,Boston,MA,3,11.0,0.8954,660.0,670.0,3866.0,37650.0,37650.0,0.7175,0.7772,0.5701,1,1500.0,15420.0,3750.0,15420.0,3750.0,67300,16.0,64861.0,83990.0,0.27,9603.0
1494,Western New England University,Springfield,MA,3,12.0,0.8988,640.0,640.0,2579.0,40380.0,40380.0,0.6314,0.7721,0.5424,1,1000.0,14430.0,2060.0,8100.0,3300.0,61300,13.0,56972.0,75218.0,0.23,9759.0
1495,Westfield State University,Westfield,MA,3,21.0,0.9435,600.0,590.0,3974.0,11139.0,17219.0,0.6057,0.7545,0.4617,1,1070.0,12197.0,2572.0,12197.0,2572.0,48900,21.0,44417.0,54783.0,0.17,9853.0
1496,Wheaton College (Massachusetts),Norton,MA,3,21.0,0.8206,690.0,670.0,1698.0,58180.0,58180.0,0.729,0.845,0.6499,1,940.0,14670.0,1060.0,14670.0,1060.0,55500,12.0,65007.0,56525.0,0.21-0.22,8995.0
1497,Williams College,Williamstown,MA,3,31.0,0.0883,632.0,632.0,2129.0,59660.0,59660.0,0.9383,0.9668,0.853,1,800.0,15000.0,2600.0,12647.02,2334.54,89800,6.0,69889.0,84489.0,0.45-0.49,13753.0
1498,Worcester Polytechnic Institute,Worcester,MA,3,12.0,0.6021,632.0,632.0,5134.0,55731.0,55731.0,0.8719,0.9389,0.8134,1,1200.0,16140.0,1200.0,16140.0,1200.0,84600,14.0,102287.0,98070.0,0.41,12899.0
1499,Worcester State University,Worcester,MA,3,12.0,0.8932,600.0,593.0,4271.0,10586.0,16666.0,0.609,0.7347,0.4695,1,1368.0,12568.0,1700.0,5400.0,2200.0,52400,14.0,57601.0,59589.0,0.17,8870.0
1500,Adrian College,Adrian,MI,3,32.0,0.7599,580.0,570.0,1741.0,39107.0,39107.0,0.5269,0.6585,0.3918,1,1800.0,12590.0,3400.0,11720.0,3400.0,42800,15.0,45303.0,59810.0,0.14,6178.0
1501,Albion College,Albion,MI,3,31.0,0.6928,632.0,632.0,1511.0,53090.0,53090.0,0.644,0.7353,0.5319,1,700.0,12380.0,800.0,12380.0,800.0,55700,11.0,52713.0,61715.0,0.17-0.18,7315.0
1504,Alma College,Alma,MI,3,32.0,0.6878,632.0,632.0,1310.0,43872.0,43872.0,0.628,0.7879,0.5387,1,850.0,12138.0,2316.0,7841.0,2316.0,46500,13.0,50660.0,55567.0,0.17-0.18,7924.0
1506,Andrews University,Berrien Springs,MI,3,31.0,0.8151,660.0,640.0,1315.0,31782.0,31782.0,0.7159,0.868,0.4109,1,1100.0,8968.0,1100.0,11690.0,4400.0,47800,10.0,45559.0,57787.0,0.11-0.12,5057.0
1507,Aquinas College,Grand Rapids,MI,3,12.0,0.8904,600.0,570.0,1155.0,36134.0,36134.0,0.6033,0.852,0.4022,1,960.0,10264.0,1842.0,6434.0,2568.0,42400,10.0,42810.0,51551.0,0.17-0.18,6521.0
1508,Baker College,Owosso,MI,3,32.0,0.4099,632.0,632.0,4113.0,12420.0,12420.0,0.2091,0.6269,0.0481,1,1000.0,6400.0,4800.0,8000.0,4800.0,31800,8.0,30232.0,41759.0,0.08,5841.0
1511,Calvin University,Grand Rapids,MI,3,12.0,0.7506,670.0,670.0,2963.0,38240.0,38240.0,0.7729,0.8603,0.6642,1,1300.0,10800.0,2500.0,10800.0,2500.0,48700,12.0,47237.0,65250.0,0.33,8932.0
1515,Central Michigan University,Mount Pleasant,MI,3,32.0,0.7708,620.0,600.0,11323.0,13200.0,13200.0,0.6167,0.7713,0.3443,1,1000.0,10920.0,1250.0,8000.0,2400.0,46200,17.0,48657.0,58489.0,0.13,10077.0
1518,Cleary University,Howell,MI,3,22.0,0.7587,590.0,580.0,612.0,22230.0,22230.0,0.5098,0.4957,0.3469,1,1404.0,12600.0,1230.0,6600.0,2250.0,59500,18.0,54462.0,66395.0,0.10-0.14,5476.0
1519,Concordia University Ann Arbor,Ann Arbor,MI,3,12.0,0.6281,632.0,632.0,860.0,31830.0,31830.0,0.5132,0.6707,0.3355,1,1900.0,11408.0,2900.0,11408.0,2900.0,47300,10.0,48746.0,58977.0,0.16,5960.0
1521,College for Creative Studies,Detroit,MI,3,11.0,0.538,632.0,632.0,1431.0,47585.0,47585.0,0.6178,0.7546,0.4054,1,1900.0,8350.0,3012.0,8350.0,3012.0,50700,10.0,42890.0,65594.0,0.15-0.16,10905.0
1522,Davenport University,Grand Rapids,MI,3,21.0,0.9827,632.0,632.0,3901.0,20964.0,20964.0,0.4811,0.7785,0.3618,1,1008.0,10268.0,3648.0,5080.0,5968.0,35400,15.0,37276.0,53573.0,0.11,6885.0
1527,University of Detroit Mercy,Detroit,MI,3,11.0,0.9324,620.0,630.0,2385.0,30154.0,30154.0,0.668,0.8271,0.5189,1,1262.0,10240.0,2666.0,10800.0,8718.0,53700,11.0,57350.0,70199.0,0.16,9815.0
1529,Eastern Michigan University,Ypsilanti,MI,3,21.0,0.8461,600.0,580.0,12344.0,15700.0,15700.0,0.4821,0.6949,0.2312,1,1000.0,11704.0,2206.0,11350.0,2972.0,43900,15.0,43422.0,54258.0,0.09,9759.0
1531,Ferris State University,Big Rapids,MI,3,32.0,0.8477,580.0,570.0,8810.0,12740.0,12740.0,0.4771,0.7694,0.3584,1,828.0,10340.0,2062.0,7998.0,2719.0,49600,15.0,44382.0,62877.0,0.14,9818.0
1533,Kettering University,Flint,MI,3,13.0,0.8559,660.0,680.0,1496.0,44380.0,44380.0,0.6959,0.8817,0.1014,1,1100.0,8400.0,4200.0,8400.0,4200.0,78500,12.0,92398.0,94874.0,0.31-0.32,8771.0
1536,Cornerstone University,Grand Rapids,MI,3,12.0,0.9132,620.0,600.0,1463.0,27040.0,27040.0,0.5897,0.9736,0.539,1,800.0,10310.0,2860.0,10310.0,2860.0,40800,15.0,40238.0,51493.0,0.18,6410.0
1538,Grand Valley State University,Allendale,MI,3,21.0,0.9165,632.0,632.0,19239.0,13560.0,19296.0,0.671,0.8293,0.4138,1,740.0,9880.0,2040.0,7264.0,2040.0,47200,15.0,48623.0,61814.0,0.19,9455.0
1541,Hillsdale College,Hillsdale,MI,3,32.0,0.2368,760.0,750.0,1495.0,30042.0,30042.0,0.8757,0.9371,0.7762,1,1200.0,12140.0,2000.0,12140.0,2000.0,0,8.0,0.0,0.0,PrivacySuppressed,7541.0
1542,Hope College,Holland,MI,3,13.0,0.9238,670.0,660.0,3055.0,36650.0,36650.0,0.8064,0.8679,0.7325,1,1000.0,11400.0,1770.0,6380.0,2770.0,50700,11.0,50499.0,67674.0,0.29,8428.0
